id,State,ST,Fips,County,Precincts,Votes,Less Than High School Diploma,At Least High School Diploma,At Least Bachelors's Degree,Graduate Degree,School Enrollment,Median Earnings 2010,White (Not Latino) Population,African American Population,Native American Population,Asian American Population,Other Race or Races,Latino Population,Children Under 6 Living in Poverty,Adults 65 and Older Living in Poverty,Total Population,Preschool.Enrollment.Ratio.enrolled.ages.3.and.4,Poverty.Rate.below.federal.poverty.threshold,Gini.Coefficient,Child.Poverty.living.in.families.below.the.poverty.line,Management.professional.and.related.occupations,Service.occupations,Sales.and.office.occupations,Farming.fishing.and.forestry.occupations,Construction.extraction.maintenance.and.repair.occupations,Production.transportation.and.material.moving.occupations,White,Black,Hispanic,Asian,Amerindian,Other,White  Asian,Sire Homogeneity,Median Age,lon,lat,Poor.physical.health.days,Poor.mental.health.days,Low.birthweight,Teen.births,Children.in.single.parent.households,Adult.smoking,Adult.obesity,Diabetes,Sexually.transmitted.infections,HIV.prevalence.rate,Uninsured,Unemployment,Violent.crime,Homicide.rate,Injury.deaths,Infant.mortality,elevation,Annual Prcp,Winter Prcp,Summer Prcp,Spring Prcp,Autumn Prcp,Annual Tavg,Annual Tmax,Annual Tmin,Winter Tavg,Winter Tmax,Winter Tmin,Summer Tavg,Summer Tmax,Summer Tmin,Spring Tavg,Spring Tmax,Spring Tmin,Autumn Tavg,Autumn Tmax,Autumn Tmin,Nearest County,temp,precip,reporting,Est Votes Remaining,total16,total08,total12,other08,other12,Winner
986,Texas,TX,48035,"Bosque County, Texas",12.0,7797.0,19.9,80.1,14.8,4.6,76.5,24110.87397,80.8,1.7,0.65,0.15,1.1,15.6,26.8,14.8,17966,36.3,16.95,0.42100000000000004,23.75,29.1,19.15,22.4,1.6,10.05,17.75,80.8,1.7,15.6,0.15,0.65,1.1,80.95,0.6776545,44.4,-97.6376322,31.9007636,,,0.08,47.9,0.259,0.39,0.28300000000000003,0.107,218.5,56.0,0.265,0.07400000000000001,88.16,,86.4,,231.7666667,3555.333333,729.3333332999999,860.0,1023.0,943.0,,,,,,,,,,,,,,,,48035.0,,903.0546667000001,12.0,0.0,7797.0,7646.0,7356.0,87.0,104.0,1
987,Wisconsin,WI,55115,"Shawano County, Wisconsin",43.0,19697.0,13.5,86.5,14.4,4.7,74.35,26141.392069999998,88.75,0.35,6.8,0.4,1.65,2.05,21.45,9.7,41507,37.8,11.7,0.40700000000000003,18.7,27.3,18.25,21.05,2.8,9.45,21.2,88.75,0.35,2.05,0.4,6.8,1.65,89.15,0.7930010000000001,42.2,-88.75581340000001,44.7896407,3.9,3.1,0.07,26.6,0.293,0.20600000000000002,0.314,0.098,289.8,23.9,0.121,0.077,96.78,,62.6,5.9,270.03333330000004,,,,,,432.66666669999995,538.6666667000001,326.3333333,175.0,269.3333333,80.33333333,667.0,780.3333332999999,554.0,426.66666669999995,539.6666667000001,314.0,457.0,561.6666667000001,352.3333333,55115.0,6.259259258999999,,43.0,0.0,19697.0,20089.0,20279.0,292.0,257.0,1
988,New York,NY,36019,"Clinton County, New York",54.0,28378.0,15.8,84.2,21.7,9.5,78.9,25723.08,91.4,3.35,0.25,0.95,1.4,2.6,19.95,11.25,81941,44.0,13.2,0.419,16.85,31.65,20.25,24.5,1.1,8.8,13.7,91.4,3.35,2.6,0.95,0.25,1.4,92.35,0.83748675,38.1,-73.7056478,44.7527103,3.3,3.6,0.08,20.5,0.327,0.161,0.29600000000000004,0.083,257.5,393.2,0.10800000000000001,0.099,119.14,,45.9,7.1,284.46666669999996,3562.333333,605.3333332999999,1165.333333,796.6666667000001,995.0,,,,,,,,,,,,,,,,36019.0,,904.8326667000001,54.0,0.0,28378.0,33337.0,30656.0,542.0,580.0,0
989,Rhode Island,RI,44007,"Providence County, Rhode Island",291.0,242179.0,21.0,79.0,25.6,10.1,78.4,28785.17429,67.65,7.1,0.4,3.45,3.3,18.15,23.95,11.5,628033,41.7,15.1,0.462,22.25,33.3,19.2,25.4,0.15,7.5,14.5,67.65,7.1,18.15,3.45,0.4,3.3,71.1,0.49793075,36.7,-71.5782416,41.870487700000005,3.8,3.7,0.08,33.7,0.428,0.171,0.273,0.08900000000000001,527.7,312.3,0.153,0.11199999999999999,341.24,4.1,58.1,7.0,107.16666670000001,5115.333333,1226.333333,1228.0,1340.0,1321.0,,,,,,,,,,,,,,,,44007.0,,1299.294667,291.0,0.0,242179.0,253630.0,239786.0,5178.0,4481.0,0
990,Virginia,VA,51163,"Rockbridge County, Virginia",18.0,10685.0,20.4,79.6,21.8,7.5,76.8,24835.80794,93.8,3.4,0.2,0.3,1.4,0.85,9.45,9.75,21809,30.0,12.0,0.426,14.35,30.35,16.75,20.75,1.6,11.6,18.95,93.8,3.4,0.85,0.3,0.2,1.4,94.1,0.88128125,45.3,-79.4477537,37.8145174,3.0,1.4,0.09,44.1,0.18899999999999997,0.182,0.27899999999999997,0.129,286.0,62.9,0.17300000000000001,0.059000000000000004,84.07,,74.7,,419.1,4371.5,916.0,1220.0,1147.0,1088.5,,,,,,,,,,,,,,,,51163.0,,1110.361,18.0,0.0,10685.0,10195.0,10177.0,116.0,191.0,1
991,Illinois,IL,17021,"Christian County, Illinois",30.0,15310.0,14.2,85.8,12.1,3.6,75.2,25106.91905,95.25,1.4,0.15,0.85,1.05,1.3,30.65,9.7,34671,59.1,15.8,0.429,26.8,26.7,18.5,25.7,1.15,11.35,16.65,95.25,1.4,1.3,0.85,0.15,1.05,96.1,0.907806,41.3,-89.2795925,39.5455242,3.7,,0.1,44.4,0.35,0.221,0.322,0.106,226.6,173.0,0.121,0.092,,,59.5,7.0,186.2333333,3971.666667,671.0,1142.333333,1111.333333,1047.0,,,,,,,,,,,,,,,,17021.0,,1008.803333,30.0,0.0,15310.0,15100.0,14701.0,310.0,322.0,1
992,Iowa,IA,19063,"Emmet County, Iowa",12.0,4707.0,13.1,86.9,18.1,4.9,75.75,25169.97016,91.4,0.5,0.2,0.4,0.8,6.75,14.65,5.5,10329,46.1,11.25,0.455,15.2,25.85,17.9,23.55,3.4,10.05,19.3,91.4,0.5,6.75,0.4,0.2,0.8,91.8,0.84006125,40.7,-94.6693702,43.377984399999995,2.0,2.1,0.07,31.6,0.293,0.21,0.321,0.09300000000000001,188.0,,0.138,0.047,231.94,,48.1,,393.7666667,3064.666667,197.0,1265.666667,882.0,720.0,450.66666669999995,558.3333332999999,343.3333333,178.0,269.6666667,85.66666667,695.6666667000001,807.0,584.0,453.66666669999995,565.3333332999999,342.0,471.33333330000005,586.0,356.6666667,19063.0,7.259259258999999,778.4253332999999,12.0,0.0,4707.0,5015.0,4687.0,72.0,81.0,1
993,Texas,TX,48219,"Hockley County, Texas",15.0,7282.0,25.9,74.1,18.0,4.8,77.1,24506.09175,52.15,2.95,0.3,0.65,1.1,42.95,19.9,16.85,22647,35.5,16.75,0.433,22.2,28.95,16.55,23.9,2.95,16.0,11.6,52.15,2.95,42.95,0.65,0.3,1.1,52.8,0.457475,33.4,-102.3433978,33.605932,2.9,4.7,0.1,70.3,0.284,0.154,0.29100000000000004,0.094,615.9,42.9,0.257,0.047,404.19,,68.9,,1071.1,1984.0,227.0,764.0,452.0,541.0,594.0,730.0,458.0,407.0,541.0,273.0,776.0,904.0,648.0,591.0,739.0,443.0,597.0,731.0,463.0,48219.0,15.22222222,503.936,15.0,0.0,7282.0,7645.0,7134.0,53.0,102.0,1
994,South Dakota,SD,46011,"Brookings County, South Dakota",12.0,12680.0,8.0,92.0,37.7,13.2,84.75,17499.95334,93.4,0.65,0.8,2.35,1.35,1.6,13.55,7.5,30701,49.3,18.95,0.425,8.1,34.25,14.15,24.35,4.0,6.6,16.6,93.4,0.65,1.6,2.35,0.8,1.35,95.75,0.87345275,26.0,-96.7977971,44.3766745,2.2,2.4,0.05,11.1,0.298,0.132,0.278,0.063,232.7,,0.141,0.038,25.48,,43.5,,497.4,2431.0,124.0,1062.0,626.0,619.0,432.0,539.0,325.0,158.0,255.0,61.0,681.0,793.0,570.0,434.0,541.0,326.0,452.0,563.0,340.0,46011.0,6.222222222,617.474,12.0,0.0,12680.0,13945.0,12400.0,307.0,353.0,1
995,Illinois,IL,17013,"Calhoun County, Illinois",7.0,2556.0,15.7,84.3,12.5,4.7,80.35,28557.72,98.35,0.1,0.1,0.55,0.35,0.5,19.2,14.25,5082,57.6,12.45,0.42,11.8,28.15,21.1,18.8,1.75,15.95,14.2,98.35,0.1,0.5,0.55,0.1,0.35,98.9,0.96734175,43.5,-90.6662949,39.1642619,,,0.08,21.3,0.132,,0.295,0.099,118.9,,0.135,0.1,357.8,,82.1,,137.2,4077.0,748.0,1109.0,1177.0,1043.0,555.0,669.0,441.0,329.0,426.0,231.0,761.0,877.0,644.0,556.0,680.0,432.0,570.0,687.0,453.0,17013.0,13.05555556,1035.558,7.0,0.0,2556.0,2699.0,2576.0,55.0,56.0,1
996,Texas,TX,48315,"Marion County, Texas",11.0,4206.0,23.1,76.9,11.2,4.9,70.15,23122.80032,72.0,21.25,0.55,0.55,2.5,3.2,33.75,19.25,10558,7.9,21.3,0.48700000000000004,30.85,19.1,18.8,23.95,1.95,14.45,21.75,72.0,21.25,3.2,0.55,0.55,2.5,72.55,0.56526575,47.9,-94.3576733,32.7977571,,,0.09,59.3,0.353,0.363,0.317,0.133,323.6,188.7,0.26,0.079,439.89,,92.8,,65.7,4949.0,1332.0,1069.5,1277.0,1270.5,,,,,,,,,,,,,,,,48315.0,,1257.046,11.0,0.0,4206.0,4252.0,4282.0,41.0,54.0,1
997,Nebraska,NE,31061,"Franklin County, Nebraska",4.0,1656.0,11.8,88.2,16.3,4.8,81.05,22442.22127,98.1,0.0,0.5,0.1,0.55,0.7,23.9,12.45,3206,67.9,16.05,0.408,26.8,32.6,16.3,21.5,5.8,11.05,12.8,98.1,0.0,0.7,0.1,0.5,0.55,98.2,0.96246625,47.9,-98.96208,40.1832031,2.6,3.1,,24.7,0.163,0.179,0.317,0.10099999999999999,,,0.15,0.032,20.96,,,,572.25,2556.0,182.0,1024.5,849.5,500.0,,,,,,,,,,,,,,,,31061.0,,649.224,4.0,0.0,1656.0,1552.0,1536.0,31.0,40.0,1
998,Alabama,AL,1123,"Tallapoosa County, Alabama",28.0,18504.0,23.9,76.1,15.7,5.6,75.8,24257.81905,70.6,26.1,0.2,0.35,1.0,1.8,27.4,10.2,41197,51.5,17.4,0.49700000000000005,27.3,26.6,16.6,21.85,0.55,13.85,20.6,70.6,26.1,1.8,0.35,0.2,1.0,70.95,0.56699725,41.2,-85.7995532,32.863369399999996,5.8,5.2,0.13,59.7,0.43,0.267,0.35100000000000003,0.14,502.1,161.5,0.157,0.085,457.79,7.6,69.8,8.4,163.1,,,,,,,,,,,,,,,,,,,,,1123.0,,,28.0,0.0,18504.0,19311.0,18851.0,132.0,136.0,1
999,Minnesota,MN,27143,"Sibley County, Minnesota",25.0,7727.0,13.5,86.5,13.4,2.8,75.0,27697.822860000004,90.85,0.2,0.1,0.55,1.05,7.25,15.95,10.1,15113,44.6,9.7,0.38299999999999995,13.95,28.25,14.45,21.35,1.9,10.4,23.6,90.85,0.2,7.25,0.55,0.1,1.05,91.4,0.830774,40.0,-94.23012320000001,44.5757343,2.7,,0.06,30.9,0.27,,0.29100000000000004,0.08199999999999999,112.1,,0.11699999999999999,0.048,0.0,,57.8,,310.3,3151.0,305.0,1315.0,832.0,699.0,443.0,539.0,346.0,159.0,244.0,74.0,699.0,801.0,597.0,445.0,544.0,345.0,462.0,561.0,363.0,27143.0,6.833333333,800.3539999999999,25.0,0.0,7727.0,7729.0,7815.0,239.0,206.0,1
1000,New Mexico,NM,35023,"Hidalgo County, New Mexico",6.0,1863.0,22.3,77.7,15.6,6.7,72.35,18820.77365,41.8,0.5,0.3,0.25,1.25,55.95,34.7,17.7,4947,49.5,21.7,0.436,30.65,29.6,25.7,21.2,0.95,12.8,9.75,41.8,0.5,55.95,0.25,0.3,1.25,42.05,0.48796075,37.4,-108.74572920000001,31.8996575,,,0.08,67.5,0.494,,0.264,0.083,555.4,,0.239,0.063,156.67,,88.5,,1408.9571429999999,,,,,,594.7142857000001,758.8571429,431.0,429.0,585.4285714,272.7142857,760.2857142999999,915.5714286,605.0,586.5714286,767.7142857000001,405.57142860000005,600.4285714,763.0,438.0,35023.0,15.26190476,,6.0,0.0,1863.0,1951.0,1935.0,22.0,41.0,1
1001,Montana,MT,30019,"Daniels County, Montana",4.0,952.0,5.4,94.6,19.7,5.5,84.55,21280.877780000003,94.25,0.1,3.9,0.1,0.8,0.9,17.15,7.55,1617,0.0,14.9,0.434,25.45,42.6,20.25,19.8,2.95,6.4,8.1,94.25,0.1,0.9,0.1,3.9,0.8,94.35,0.88997425,49.2,-105.5417385,48.794429,1.1,,,,0.24100000000000002,0.142,0.244,0.091,,,0.21,0.04,195.16,,,,800.4,1289.5,81.0,643.5,347.5,217.5,401.5,539.5,262.5,135.5,250.0,21.0,647.0,805.5,489.0,409.0,546.5,271.0,408.5,550.0,266.5,30019.0,4.527777778,327.533,4.0,0.0,952.0,1073.0,1007.0,36.0,30.0,1
1002,Kentucky,KY,21141,"Logan County, Kentucky",20.0,10899.0,25.8,74.2,10.3,3.5,69.65,21898.036509999998,89.2,5.85,0.1,0.15,1.35,3.35,30.8,14.7,26937,29.0,17.6,0.456,21.7,23.7,15.75,21.6,2.7,11.15,25.0,89.2,5.85,3.35,0.15,0.1,1.35,89.35,0.8003939999999999,40.4,-86.8814363,36.859828799999995,4.4,4.7,0.09,62.9,0.366,0.28,0.32799999999999996,0.113,220.2,68.1,0.223,0.075,130.03,,85.0,,173.7,5073.0,1289.0,1191.0,1419.0,1174.0,573.0,682.0,463.0,371.0,468.0,275.0,764.0,875.0,654.0,565.0,681.0,449.0,585.0,702.0,469.0,21141.0,14.05555556,1288.542,20.0,0.0,10899.0,10890.0,10510.0,154.0,142.0,1
1003,Missouri,MO,29163,"Pike County, Missouri",14.0,7375.0,20.5,79.5,12.6,3.3,67.6,23097.89937,87.9,7.5,0.3,0.3,1.65,2.35,18.75,8.9,18515,28.6,12.8,0.414,16.35,26.05,20.2,24.4,1.85,11.6,15.9,87.9,7.5,2.35,0.3,0.3,1.65,88.2,0.7791085,40.1,-91.1710415,39.3441784,3.9,4.8,0.09,44.9,0.33299999999999996,0.27399999999999997,0.331,0.11,242.3,70.4,0.177,0.067,223.05,,68.8,,188.9,3870.0,642.6666667000001,1147.0,1087.333333,993.0,,,,,,,,,,,,,,,,29163.0,,982.98,14.0,0.0,7375.0,7881.0,7321.0,126.0,162.0,1
1004,Wisconsin,WI,55069,"Lincoln County, Wisconsin",27.0,14563.0,12.7,87.3,14.7,5.2,77.0,29924.72699,96.5,0.3,0.3,0.5,1.2,1.2,19.6,9.0,29187,44.9,10.2,0.387,13.9,24.85,14.7,22.75,2.05,11.4,24.3,96.5,0.3,1.2,0.5,0.3,1.2,97.0,0.9315559999999999,44.0,-89.74208229999999,45.3383191,3.8,3.1,0.07,29.1,0.196,0.228,0.29100000000000004,0.10400000000000001,174.8,20.4,0.098,0.095,171.12,,74.3,,429.7,3209.6,346.8,1149.6,780.2,933.0,,,,,,,,,,,,,,,,55069.0,,815.2384,27.0,0.0,14563.0,15268.0,15216.0,325.0,198.0,1
1005,Kansas,KS,20015,"Butler County, Kansas",48.0,27051.0,8.1,91.9,24.8,7.3,79.25,31134.505080000003,91.6,1.55,0.8,0.65,2.0,3.35,16.2,5.85,64379,53.4,7.85,0.418,10.6,33.6,16.75,23.15,0.55,11.0,15.0,91.6,1.55,3.35,0.65,0.8,2.0,92.25,0.84092475,37.1,-96.8387616,37.7736811,2.9,3.2,0.07,29.6,0.225,0.16899999999999998,0.33299999999999996,0.094,261.3,59.8,0.11199999999999999,0.066,218.56,,67.2,6.9,422.5666666999999,3803.5,374.8333333,1405.333333,1138.666667,884.6666667000002,,,,,,,,,,,,,,,,20015.0,,966.0889999999999,48.0,0.0,27051.0,27873.0,26085.0,559.0,646.0,1
1006,Ohio,OH,39115,"Morgan County, Ohio",13.0,6290.0,17.0,83.0,8.7,2.5,78.55,23390.053340000002,92.75,3.0,0.15,0.05,3.4,0.6,24.45,11.2,14774,51.4,19.25,0.439,26.5,23.9,22.3,19.45,1.05,16.5,16.8,92.75,3.0,0.6,0.05,0.15,3.4,92.8,0.86235075,42.0,-81.86169890000001,39.6249463,4.7,3.6,0.09,38.1,0.309,0.221,0.322,0.129,206.2,55.4,0.17300000000000001,0.111,58.25,,63.5,,231.6,4299.0,914.0,1217.0,1213.0,955.0,518.0,632.0,404.0,313.0,408.0,217.0,712.0,827.0,598.0,505.0,631.0,380.0,537.0,658.0,417.0,39115.0,11.0,1091.9460000000001,13.0,0.0,6290.0,6608.0,6136.0,202.0,143.0,1
1007,New Mexico,NM,35057,"Torrance County, New Mexico",16.0,6286.0,22.8,77.2,14.0,4.1,73.95,20567.20476,55.75,0.7,2.65,0.6,1.6,38.7,22.95,14.1,16474,26.0,19.4,0.428,29.65,26.55,22.4,21.85,1.1,14.7,13.3,55.75,0.7,38.7,0.6,2.65,1.6,56.35,0.46161850000000004,40.7,-105.8468361,34.6346444,5.6,5.0,0.09,46.8,0.33,0.33,0.259,0.08900000000000001,373.2,244.7,0.263,0.08199999999999999,138.24,,131.2,,1984.888889,,,,,,,,,,,,,,,,,,,,,35057.0,,,16.0,0.0,6286.0,6941.0,6402.0,119.0,445.0,1
1008,Alabama,AL,1121,"Talladega County, Alabama",28.0,33218.0,24.3,75.7,11.9,4.5,75.35,23309.22603,65.1,31.45,0.25,0.4,1.05,1.7,27.55,15.45,81240,45.8,18.7,0.44,27.45,24.2,16.7,22.2,0.45,11.25,25.2,65.1,31.45,1.7,0.4,0.25,1.05,65.5,0.52313275,38.6,-86.1758045,33.369277399999994,5.6,5.1,0.13,52.3,0.406,0.231,0.384,0.141,653.9,208.2,0.157,0.081,325.32,8.7,76.0,13.4,142.12,,,,,,,,,,,,,,,,,,,,,1121.0,,,28.0,0.0,33218.0,34204.0,33416.0,313.0,265.0,1
1009,Colorado,CO,8045,"Garfield County, Colorado",27.0,26328.0,14.4,85.6,24.4,7.5,71.25,32066.949210000002,71.05,0.25,0.3,0.55,1.75,26.0,11.65,8.2,54633,36.3,8.65,0.38799999999999996,12.0,27.25,18.15,23.45,0.65,20.4,10.15,71.05,0.25,26.0,0.55,0.3,1.75,71.6,0.572762,34.4,-107.90978009999999,39.59935170000001,3.2,2.8,0.07,51.4,0.223,0.184,0.174,0.05,298.6,78.4,0.24600000000000002,0.08,,,75.2,5.6,1748.3,1597.333333,302.6666667,377.6666667,433.0,484.0,475.0,628.3333332999999,321.0,260.3333333,384.0,136.66666669999998,682.6666667000001,864.3333332999998,501.66666669999995,471.33333330000005,626.3333332999999,316.6666667,480.66666669999995,634.6666667000001,326.3333333,8045.0,8.611111111,405.7226667,27.0,0.0,26328.0,23082.0,24408.0,366.0,568.0,1
1010,Wisconsin,WI,55077,"Marquette County, Wisconsin",19.0,7813.0,14.4,85.6,12.8,3.6,72.5,25673.92794,95.6,0.45,0.65,0.35,0.7,2.25,21.35,8.5,15144,28.2,11.0,0.389,15.65,23.1,19.15,21.2,1.95,11.95,22.7,95.6,0.45,2.25,0.35,0.65,0.7,95.95,0.914566,46.6,-89.4090953,43.8260529,3.6,3.5,0.06,32.1,0.292,0.242,0.295,0.09300000000000001,123.1,37.0,0.115,0.087,73.95,,101.1,,239.6,3447.0,380.0,1296.0,891.0,880.0,454.0,558.0,350.0,198.0,290.0,106.0,685.0,797.0,574.0,450.0,559.0,342.0,477.0,582.0,373.0,55077.0,7.444444444,875.538,19.0,0.0,7813.0,7846.0,8105.0,124.0,99.0,1
1011,Michigan,MI,26007,"Alpena County, Michigan",17.0,14688.0,12.4,87.6,15.5,6.4,77.45,22878.21556,96.75,0.4,0.35,0.5,1.1,0.9,28.45,9.9,29658,45.7,15.65,0.43,24.05,30.05,17.8,26.25,0.85,9.6,15.5,96.75,0.4,0.9,0.5,0.35,1.1,97.25,0.9363115,44.7,-83.42657390000001,44.894954,5.1,3.6,0.09,32.7,0.275,0.217,0.33399999999999996,0.11699999999999999,71.5,,0.146,0.09300000000000001,225.15,,74.1,,188.8666667,2956.0,476.33333330000005,952.6666667000002,723.6666667000001,803.3333332999999,441.33333330000005,527.3333333,355.3333333,224.66666669999998,296.6666667,152.0,653.6666667000001,751.6666667000001,555.6666667000001,408.6666667,498.33333330000005,319.0,474.66666669999995,557.6666667000001,392.0,26007.0,6.740740741000001,750.824,17.0,0.0,14688.0,15085.0,14014.0,255.0,167.0,1
1012,Maryland,MD,24045,"Wicomico County, Maryland",54.0,38722.0,15.7,84.3,24.7,10.1,79.65,27557.890480000002,68.25,23.5,0.15,2.2,1.9,3.95,20.05,8.6,95780,43.8,13.35,0.43700000000000006,16.25,33.3,16.85,25.45,0.75,11.45,12.2,68.25,23.5,3.95,2.2,0.15,1.9,70.45,0.52343875,35.7,-75.6322064,38.3673888,3.3,3.4,0.09,34.4,0.41,0.188,0.337,0.11,681.5,269.6,0.142,0.086,761.57,7.19,61.9,7.7,7.9,4546.333333,1048.333333,1275.666667,1151.666667,1070.666667,569.6666667000001,677.0,462.0,383.6666667,480.66666669999995,287.3333333,752.3333332999999,858.6666667000002,645.3333332999999,550.3333332999999,666.3333332999999,434.66666669999995,588.6666667000001,699.6666667000001,477.33333330000005,24045.0,13.87037037,1154.768667,54.0,0.0,38722.0,41854.0,42259.0,569.0,860.0,1
1013,South Dakota,SD,46029,"Codington County, South Dakota",28.0,11669.0,11.5,88.5,22.7,4.7,76.25,24993.3708,94.85,0.4,2.6,0.3,0.8,1.05,14.7,17.5,26678,33.3,13.2,0.45,15.1,31.75,14.35,26.85,2.45,8.7,15.95,94.85,0.4,1.05,0.3,2.6,0.8,95.15,0.9005274999999999,38.0,-97.1988429,44.966323700000004,2.7,2.1,0.06,43.5,0.305,0.18600000000000003,0.297,0.078,430.0,,0.13,0.038,248.76,,64.4,,532.7,2355.333333,173.33333330000002,999.3333332999998,610.6666667000001,572.0,,,,,,,,,,,,,,,,46029.0,,598.2546667,28.0,0.0,11669.0,12185.0,11524.0,216.0,240.0,1
1014,Kansas,KS,20207,"Woodson County, Kansas",10.0,1420.0,9.7,90.3,12.8,2.9,68.0,21417.96159,95.1,0.2,0.55,0.4,1.8,2.0,46.35,9.8,3320,32.2,21.1,0.53,42.9,27.7,17.9,20.45,2.5,8.4,23.05,95.1,0.2,2.0,0.4,0.55,1.8,95.5,0.90517525,48.5,-95.7575533,37.8884836,5.0,6.4,,55.5,0.39899999999999997,0.242,0.293,0.12,243.0,,0.192,0.063,323.95,,131.2,,341.4,4308.0,465.0,1503.0,1258.0,1082.0,551.0,661.0,441.0,328.0,434.0,222.0,761.0,867.0,655.0,543.0,656.0,429.0,568.0,683.0,454.0,20207.0,12.83333333,1094.232,10.0,0.0,1420.0,1599.0,1447.0,32.0,32.0,1
1015,Minnesota,MN,27017,"Carlton County, Minnesota",38.0,18059.0,9.7,90.3,21.4,7.2,76.2,30427.26762,89.5,1.35,5.4,0.55,1.9,1.4,16.9,7.5,34630,45.6,10.7,0.396,13.5,33.25,20.55,20.15,0.45,9.9,15.65,89.5,1.35,1.4,0.55,5.4,1.9,90.05,0.8047105,40.1,-92.67104350000001,46.6038184,3.6,3.9,0.06,30.9,0.265,0.155,0.27899999999999997,0.081,248.2,23.1,0.11199999999999999,0.071,124.41,,69.8,,390.02,3031.6,254.2,1212.2,692.0,873.2,401.6,506.8,296.2,128.6,223.8,33.6,643.6,761.2,525.6,399.4,514.0,285.0,429.2,522.2,336.4,27017.0,4.533333333,770.0264,38.0,0.0,18059.0,18449.0,18436.0,399.0,461.0,0
1016,Georgia,GA,13239,"Quitman County, Georgia",2.0,1044.0,33.5,66.5,7.4,0.6,59.4,18493.47111,52.0,46.1,0.05,0.05,0.2,1.6,40.35,24.65,2580,55.6,25.2,0.39399999999999996,35.35,13.05,8.4,38.35,2.2,9.65,28.4,52.0,46.1,1.6,0.05,0.05,0.2,52.05,0.4831815,39.1,-85.0093171,31.861487100000005,,,0.16,79.1,0.391,,0.312,0.163,365.3,447.4,0.242,0.111,875.45,,,,102.1333333,,,,,,653.6666667000001,773.0,534.3333333,490.0,608.3333332999999,371.6666667,806.6666667000001,916.0,697.3333332999999,650.0,779.3333332999999,521.3333333,665.3333332999999,786.3333332999999,544.6666667000001,13239.0,18.53703704,,2.0,0.0,1044.0,1114.0,1128.0,8.0,6.0,1
1017,Mississippi,MS,28041,"Greene County, Mississippi",13.0,5325.0,26.7,73.3,8.3,2.7,63.65,24938.36857,71.25,26.45,0.2,0.05,1.15,0.9,27.8,14.0,14049,40.3,18.5,0.39799999999999996,22.2,25.4,15.25,19.15,2.95,21.0,16.25,71.25,26.45,0.9,0.05,0.2,1.15,71.3,0.5778340000000001,35.8,-88.6348108,31.2128455,4.3,2.8,0.09,60.3,0.28800000000000003,0.261,0.377,0.138,286.0,64.2,0.218,0.11800000000000001,70.29,,77.1,,32.0,6341.0,1664.0,1783.0,1552.0,1342.0,,,,,,,,,,,,,,,,28041.0,,1610.614,13.0,0.0,5325.0,5789.0,5922.0,62.0,66.0,1
1018,Nebraska,NE,31133,"Pawnee County, Nebraska",5.0,1314.0,12.0,88.0,14.8,3.6,79.75,26377.96635,97.45,0.15,0.4,0.15,0.85,1.0,17.05,12.2,2727,63.2,12.05,0.382,14.25,30.25,20.4,18.75,1.85,9.3,19.45,97.45,0.15,1.0,0.15,0.4,0.85,97.6,0.949843,48.6,-96.24522540000001,40.1378496,2.2,2.3,0.13,,0.149,0.08800000000000001,0.33,0.11800000000000001,,,0.151,0.031,36.9,,151.9,,353.4,3321.5,283.0,1262.5,1002.5,773.5,519.0,637.0,400.5,273.5,384.0,163.0,748.5,863.5,634.0,514.0,636.0,392.0,534.5,659.0,409.0,31133.0,11.05555556,843.6610000000001,5.0,0.0,1314.0,1384.0,1341.0,42.0,42.0,1
1019,Alabama,AL,1097,"Mobile County, Alabama",186.0,163387.0,17.7,82.3,19.8,6.7,76.3,25380.29143,59.8,34.3,0.7,1.85,1.25,2.1,34.25,12.95,409161,49.6,19.15,0.473,28.8,29.5,17.05,26.9,0.7,11.9,14.0,59.8,34.3,2.1,1.85,0.7,1.25,61.65,0.4762415,36.3,-88.1965684,30.684572999999997,4.5,4.8,0.12,57.8,0.43700000000000006,0.23800000000000002,0.33899999999999997,0.121,773.4,519.7,0.18600000000000003,0.084,654.28,14.05,84.6,9.0,19.875,,,,,,674.25,762.75,586.25,523.25,615.75,430.75,811.5,890.25,732.75,668.0,759.0,577.25,692.0,782.75,601.0,1097.0,19.68055556,,186.0,0.0,163387.0,181424.0,175140.0,1194.0,1487.0,1
1020,Colorado,CO,8067,"La Plata County, Colorado",32.0,30722.0,6.4,93.6,40.6,14.7,74.75,26967.08889,80.5,0.45,5.1,0.6,1.9,11.4,13.25,6.3,50506,46.8,10.3,0.419,10.4,37.9,17.45,23.75,0.6,12.5,7.75,80.5,0.45,11.4,0.6,5.1,1.9,81.1,0.66403925,38.0,-107.8397178,37.28736729999999,2.5,2.5,0.08,24.3,0.247,0.174,0.16699999999999998,0.055,335.2,78.4,0.204,0.066,424.8,3.77,77.8,,2138.685714,2045.714286,472.42857139999995,552.0,413.7142857,607.5714286,458.85714289999993,604.5714286,313.57142860000005,266.2857143,395.2857143,137.28571430000002,650.8571429,810.7142857000001,490.7142857,445.85714289999993,595.7142857000001,295.7142857,469.57142860000005,612.0,327.14285710000007,8067.0,7.714285714,519.6114286000001,32.0,0.0,30722.0,27979.0,29184.0,419.0,901.0,0
